symbol,company_name,market_cap,latest_volume,cycle,isPurePrediction,release_date,whenInTheDay,end_price(first_available_sell_point),did_end_price_date_calculation_succeed,prediction [%],factor_price_change_list,weight_distribution_list,confidence,actual_price_change [%],digression [%],signComparison(predict/actual),start_price,n_open_price,n_close_price,n_high_price,n_low_price,n+1_open_price,n+1_close_price,n+1_high_price,n+1_low_price,n+2_close_price,n+2_high_price,n+2_low_price,n+3_close_price,n+3_high_price,n+3_low_price,n+4_close_price,n+4_high_price,n+4_low_price,n+5_close_price,n+5_high_price,n+5_low_price,prediction 0 [%],factor_price_change_list_parsed,prediction_by_factor_1,prediction_by_factor_2,prediction_by_factor_3,prediction_by_factor_4,is_false_positive_factor_1,is_false_negative_factor_1,is_false_positive_factor_2,is_false_negative_factor_2,is_false_positive_factor_3,is_false_negative_factor_3,is_false_positive_factor_4,is_false_negative_factor_4,end_price,didWin,didWin_always_buy
RPRX,Royalty Pharma plc Class A Ordinary Shares ,18750712971.0,5527598,4,False,2025-02-11,Before market open,31.6,True,2.54,"[8.5, 3.5, -0.75, 0.35]","[0.23, 0.18, 0.23, 0.36]",0.65,-0.38,2.92,+/-,31.72,31.6,32.25,32.72,31.3,32.27,32.34,32.56,31.73,32.46,32.63,32.13,32.36,32.89,32.28,32.85,32.87,32.0,32.59,32.92,32.3,2.54,"[8.5, 3.5, -0.75, 0.35]",8.5,3.5,-0.75,0.35,True,False,True,False,False,False,True,False,31.6,False,False
RBRK,Rubrik Inc. Class A Common Stock,14918497868.0,1914501,3,False,2025-03-13,After market close,67.8,True,2.21,"[12.5, 5.0, 0.0, 0.15]","[0.095, 0.19, 0.2375, 0.4775]",0.65,18.72,-16.51,+/+,57.11,56.48,55.28,57.11,55.0,67.8,70.64,71.2,64.8,70.84,72.41,68.11,70.01,71.44,68.75,70.96,71.93,69.28,70.19,71.74,69.0,2.21,"[12.5, 5.0, 0.0, 0.15]",12.5,5.0,0.0,0.15,False,False,False,False,False,False,False,False,67.8,True,True
RYAN,Ryan Specialty Holdings Inc. Class A Common Stock,18141733430.0,1031605,2,False,2024-08-01,After market close,64.11,True,4.62,"[10.0, 4.0, 0.5, 3.5]","[0.26, 0.18, 0.22, 0.34]",0.85,4.09,0.53,+/+,61.59,61.67,62.51,62.65,61.21,64.11,68.57,69.03,62.83,65.28,67.6,64.47,64.48,66.0,64.28,65.07,66.21,64.64,65.45,66.28,64.85,4.62,"[10.0, 4.0, 0.5, 3.5]",10.0,4.0,0.5,3.5,False,False,False,False,False,False,False,False,64.11,True,True
RYAAY,Ryanair Holdings plc American Depositary Shares,27255066973.0,1337401,4,False,2025-01-27,Before market open,47.26,True,4.97,"[15.0, 5.0, 0.5, 0.2]","[0.26, 0.18, 0.2, 0.36]",0.75,2.43,2.54,+/+,46.14,47.26,46.22,47.62,46.12,46.45,47.42,47.79,46.24,46.79,47.38,46.74,48.18,48.34,47.04,46.69,48.14,46.63,46.35,47.29,45.58,4.97,"[15.0, 5.0, 0.5, 0.2]",15.0,5.0,0.5,0.2,False,False,False,False,False,False,False,False,47.26,True,True
R,Ryder System Inc. Common Stock,6472314396.0,530446,5,False,2025-04-23,Before market open,142.97,True,5.34,"[5.0, 5.5, -1.0, 10.0]","[0.29, 0.2, 0.21, 0.3]",0.77,3.62,1.72,+/+,137.98,142.97,135.31,147.72,133.53,133.06,139.13,139.92,133.06,137.22,138.12,135.96,138.17,139.14,135.56,137.82,138.69,135.87,137.67,137.98,133.73,5.34,"[5.0, 5.5, -1.0, 10.0]",5.0,5.5,-1.0,10.0,False,False,False,False,False,True,False,False,142.97,True,True
SPGI,S&P Global Inc. Common Stock,158981012000.0,909487,4,False,2025-02-11,Before market open,540.0,True,7.49,"[5.25, 2.5, 2.0, 15.0]","[0.2625, 0.175, 0.2125, 0.35]",0.8,4.79,2.7,+/+,515.3,540.0,540.51,542.0,526.22,535.87,531.51,537.0,526.99,542.32,542.77,534.22,539.69,545.39,538.89,543.77,544.33,537.15,542.7,543.5,539.51,7.49,"[5.25, 2.5, 2.0, 15.0]",5.25,2.5,2.0,15.0,False,False,False,False,False,False,False,False,540.0,True,True
SAP,SAP  SE ADS,360578277134.0,1303262,4,False,2025-04-22,,271.48,True,7.89,"[8.5, 5.5, -1.0, 15.0]","[0.26, 0.2, 0.22, 0.32]",0.75,8.36,-0.47,+/+,250.54,247.94,252.4,254.71,247.85,273.63,271.48,277.98,270.26,273.55,274.63,269.9,277.95,279.45,274.35,285.35,286.57,282.75,292.55,293.19,289.19,7.89,"[8.5, 5.5, -1.0, 15.0]",8.5,5.5,-1.0,15.0,False,False,False,False,False,True,False,False,273.63,True,True
SBAC,SBA Communications Corporation Class A Common Stock,24678448246.0,1065229,5,False,2025-04-28,After market close,234.08,True,4.96,"[11.92, 3.0, 1.0, 5.0]","[0.185, 0.19, 0.235, 0.39]",0.67,5.4,-0.44,+/+,222.09,221.59,223.28,224.32,221.18,234.08,238.5,239.06,229.81,243.4,244.19,236.73,240.74,242.78,239.24,241.96,242.66,238.26,241.95,244.7,240.4,4.96,"[11.92, 3.0, 1.0, 5.0]",11.92,3.0,1.0,5.0,False,False,False,False,False,False,False,False,234.08,True,True
SLM,SLM Corporation Common Stock,7019710927.0,2189670,4,False,2025-01-23,After market close,30.64,True,4.3,"[5.0, 5.0, 1.5, 5.0]","[0.29, 0.2, 0.2, 0.31]",0.75,5.36,-1.06,+/+,29.08,29.08,29.3,29.75,29.08,30.64,29.01,31.49,28.95,28.64,28.96,28.21,28.58,28.74,28.26,28.7,28.9,28.22,28.72,29.08,28.43,4.3,"[5.0, 5.0, 1.5, 5.0]",5.0,5.0,1.5,5.0,False,False,False,False,False,False,False,False,30.64,True,True
SM,SM Energy Company Common Stock,2837518384.0,3237525,5,False,2025-05-01,After market close,23.9,True,1.23,"[10.5, 5.0, -1.25, -5.0]","[0.23, 0.18, 0.23, 0.36]",0.6,4.87,-3.64,+/+,22.79,22.78,23.67,24.05,22.73,23.9,22.82,24.18,22.16,21.0,22.39,20.89,21.52,21.9,21.07,21.2,21.79,20.81,22.83,23.08,21.68,1.23,"[10.5, 5.0, -1.25, -5.0]",10.5,5.0,-1.25,-5.0,False,False,False,False,False,True,False,True,23.9,True,True
SPSC,SPS Commerce Inc. Common Stock,5767624397.0,246613,4,False,2025-02-10,After market close,171.2,True,4.84,"[10.5, 5.0, 0.0, 5.0]","[0.185, 0.19, 0.235, 0.39]",0.61,-3.99,8.83,+/-,178.31,178.81,177.17,180.88,176.59,171.2,152.72,172.0,148.0,152.94,155.16,147.27,148.5,154.76,147.76,146.21,149.18,145.9,146.21,146.46,143.39,4.84,"[10.5, 5.0, 0.0, 5.0]",10.5,5.0,0.0,5.0,True,False,True,False,False,False,True,False,171.2,False,False
SSNC,SS&C Technologies Holdings Inc. Common Stock,19700925728.0,1163154,4,False,2025-02-06,After market close,86.55,True,2.6,"[5.0, 3.5, -1.0, 2.5]","[0.26, 0.18, 0.21, 0.35]",0.75,5.78,-3.18,+/+,81.82,82.06,81.8,82.1,81.01,86.55,86.71,87.5,85.36,87.29,87.46,85.63,86.71,87.54,86.43,88.09,88.22,85.76,88.58,88.8,87.67,2.6,"[5.0, 3.5, -1.0, 2.5]",5.0,3.5,-1.0,2.5,False,False,False,False,False,True,False,False,86.55,True,True
STE,STERIS plc (Ireland) Ordinary Shares,22902258916.0,706030,4,False,2025-02-05,After market close,221.46,True,6.86,"[10.0, -4.5, 0.5, 15.0]","[0.26, 0.18, 0.23, 0.33]",0.75,0.94,5.92,+/+,219.4,220.89,220.83,221.73,218.37,221.46,225.44,227.38,216.98,223.23,226.48,220.79,224.31,224.85,221.7,223.36,223.55,221.52,219.11,221.54,218.28,6.86,"[10.0, -4.5, 0.5, 15.0]",10.0,-4.5,0.5,15.0,False,False,False,True,False,False,False,False,221.46,True,True
STM,STMicroelectronics N.V. Common Stock,22831618871.0,9721125,4,False,2025-01-30,Before market open,22.54,True,0.52,"[5.0, -5.0, 1.5, 0.1]","[0.215, 0.185, 0.225, 0.375]",0.5,-8.89,9.41,+/-,24.74,22.54,22.52,22.79,21.96,22.23,22.45,22.92,22.18,21.64,22.03,21.36,22.37,22.57,22.24,22.3,22.3,21.6,22.76,22.77,22.26,0.52,"[5.0, -5.0, 1.5, 0.1]",5.0,-5.0,1.5,0.1,True,False,False,False,True,False,True,False,22.54,False,False
SOC,Sable Offshore Corp. Common Stock,2362300918.0,3795748,1,False,2024-11-14,After market close,21.3,True,5.45,"[15.0, 8.5, 1.5, -2.0]","[0.29, 0.18, 0.18, 0.35]",0.7,-6.54,11.99,+/-,22.79,22.94,22.49,23.65,22.48,21.3,20.65,22.24,20.58,21.59,22.77,20.79,21.68,21.85,21.01,22.1,22.67,21.88,23.02,23.26,21.59,5.45,"[15.0, 8.5, 1.5, -2.0]",15.0,8.5,1.5,-2.0,True,False,True,False,True,False,False,False,21.3,False,False
SAIA,Saia Inc. Common Stock,7801366405.0,1673040,4,False,2025-02-03,Before market open,532.99,True,5.46,"[10.5, 5.0, 1.5, 5.0]","[0.23, 0.19, 0.215, 0.355]",0.75,11.01,-5.55,+/+,480.11,532.99,470.41,532.99,461.82,466.86,479.27,481.71,465.11,503.01,503.51,481.7,508.47,538.03,499.02,489.51,511.0,489.19,495.99,497.42,482.42,5.46,"[10.5, 5.0, 1.5, 5.0]",10.5,5.0,1.5,5.0,False,False,False,False,False,False,False,False,532.99,True,True
CRM,Salesforce Inc. Common Stock,277556020000.0,5937370,4,False,2025-02-26,After market close,296.34,True,6.42,"[8.0, 3.5, 1.5, 10.0]","[0.26, 0.19, 0.215, 0.335]",0.75,-3.12,9.54,+/-,305.88,312.66,307.33,313.7,306.45,296.34,294.9,304.92,292.67,297.85,301.98,292.15,293.06,303.07,291.06,287.34,291.65,282.24,291.97,292.68,285.62,6.42,"[8.0, 3.5, 1.5, 10.0]",8.0,3.5,1.5,10.0,True,False,True,False,True,False,True,False,296.34,False,False
IOT,Samsara Inc. Class A Common Stock,25761744978.0,3137147,4,False,2025-03-06,After market close,39.0,True,3.19,"[10.5, 5.0, 0.0, 0.3]","[0.185, 0.23, 0.275, 0.31]",0.74,-10.53,13.72,+/-,43.59,42.5,41.88,44.1,41.72,39.0,35.36,39.99,34.33,34.06,35.96,32.97,35.9,36.7,34.0,38.02,39.21,37.0,37.14,38.32,36.77,3.19,"[10.5, 5.0, 0.0, 0.3]",10.5,5.0,0.0,0.3,True,False,True,False,False,False,True,False,39.0,False,False
SNY,Sanofi ADS,128990092269.0,2797149,5,False,2025-04-24,Before market open,52.86,True,2.48,"[8.5, 2.5, -1.0, 0.15]","[0.26, 0.18, 0.23, 0.33]",0.6,-0.3,2.78,+/-,53.02,52.86,53.54,53.7,52.38,52.86,52.32,52.92,52.23,52.76,53.15,52.69,53.72,53.81,52.94,54.95,55.1,54.3,54.1,55.13,53.94,2.48,"[8.5, 2.5, -1.0, 0.15]",8.5,2.5,-1.0,0.15,True,False,True,False,False,False,True,False,52.86,False,False
SRPT,Sarepta Therapeutics Inc. Common Stock (DE),3574335654.0,8369292,4,False,2025-02-26,After market close,101.0,True,1.13,"[10.0, 7.5, 1.5, -5.0]","[0.13, 0.21, 0.24, 0.42]",0.75,-5.56,6.69,+/-,106.95,106.88,106.86,109.55,106.37,101.0,103.06,109.5,101.0,106.75,108.48,103.46,101.22,107.35,100.15,102.86,103.59,99.5,107.67,107.77,102.94,1.13,"[10.0, 7.5, 1.5, -5.0]",10.0,7.5,1.5,-5.0,True,False,True,False,True,False,False,False,101.0,False,False
SLB,Schlumberger N.V. Common Stock,48761795296.0,12104265,4,False,2025-01-17,Before market open,42.15,True,3.28,"[7.5, 5.0, 0.5, 1.5]","[0.23, 0.18, 0.23, 0.36]",0.78,2.58,0.7,+/+,41.09,42.15,43.58,44.5,41.61,43.95,43.74,44.66,43.35,41.63,43.45,41.46,42.03,42.17,41.59,42.25,42.62,41.72,42.54,42.78,42.0,3.28,"[7.5, 5.0, 0.5, 1.5]",7.5,5.0,0.5,1.5,False,False,False,False,False,False,False,False,42.15,True,True
SAIC,Science Applications International Corporation Common Stock,5713188455.0,670885,3,False,2024-12-05,Before market open,132.5,True,2.65,"[8.5, -5.0, -1.5, 5.0]","[0.29, 0.2, 0.21, 0.3]",0.5,6.93,-4.28,+/+,123.91,132.5,120.78,133.0,120.38,121.21,118.06,121.22,117.05,116.07,119.2,115.92,115.96,117.19,114.19,113.47,116.5,111.34,113.51,114.97,112.01,2.65,"[8.5, -5.0, -1.5, 5.0]",8.5,-5.0,-1.5,5.0,False,False,False,True,False,True,False,False,132.5,True,True
STNG,Scorpio Tankers Inc. Common Shares,2101985584.0,934096,4,False,2025-02-12,After market close,47.62,True,3.98,"[10.5, -4.5, 1.5, 5.0]","[0.26, 0.18, 0.21, 0.35]",0.6,-1.16,5.14,+/-,48.18,48.32,47.86,49.25,47.47,47.62,44.66,48.76,44.0,44.13,46.5,43.32,43.78,44.73,43.31,42.87,44.39,42.55,42.42,42.76,41.77,3.98,"[10.5, -4.5, 1.5, 5.0]",10.5,-4.5,1.5,5.0,True,False,False,False,True,False,True,False,47.62,False,False
SE,Sea Limited American Depositary Shares each representing one Class A Ordinary Share,84333239598.0,7194392,4,False,2025-03-04,Before market open,130.49,True,61.4,"[10.0, 5.8, 1.5, 175.0]","[0.2, 0.22, 0.25, 0.33]",0.75,5.67,55.73,+/+,123.49,130.49,132.31,134.2,125.41,135.65,146.31,147.73,135.47,139.15,144.89,138.31,135.69,139.3,129.93,127.32,132.42,124.31,127.71,129.8,120.81,61.4,"[10.0, 5.8, 1.5, 175.0]",10.0,5.8,1.5,175.0,False,False,False,False,False,False,False,False,130.49,True,True
STX,Seagate Technology Holdings PLC Ordinary Shares (Ireland),21635570353.0,5791995,4,False,2025-01-21,After market close,108.63,True,2.94,"[5.0, 5.0, -2.0, 3.5]","[0.25, 0.2, 0.225, 0.325]",0.54,11.22,-8.28,+/+,97.67,99.85,101.25,102.54,99.22,108.63,108.18,111.91,105.86,108.42,108.53,105.92,108.19,110.24,107.6,103.48,107.0,102.32,100.27,104.03,98.82,2.94,"[5.0, 5.0, -2.0, 3.5]",5.0,5.0,-2.0,3.5,False,False,False,False,False,True,False,False,108.63,True,True
SIGI,Selective Insurance Group Inc. Common Stock,5483678082.0,342894,4,False,2025-01-29,After market close,88.56,True,3.5,"[8.5, 5.0, 0.0, 2.5]","[0.185, 0.19, 0.235, 0.39]",0.8,-6.95,10.45,+/-,95.17,94.51,94.02,95.79,92.64,88.56,82.14,89.96,80.84,84.13,85.03,82.77,82.77,83.85,82.68,83.49,83.87,82.22,85.58,86.34,84.1,3.5,"[8.5, 5.0, 0.0, 2.5]",8.5,5.0,0.0,2.5,True,False,True,False,False,False,True,False,88.56,False,False
SMTC,Semtech Corporation Common Stock,3306165069.0,2603367,3,False,2024-11-25,After market close,63.5,True,3.91,"[5.0, 8.5, 1.5, 2.5]","[0.205, 0.185, 0.215, 0.395]",0.75,24.78,-20.87,+/+,50.89,52.37,53.44,53.74,51.5,63.5,63.11,66.64,57.51,64.2,65.12,61.4,64.04,65.33,62.75,62.68,64.97,61.74,66.95,67.0,61.34,3.91,"[5.0, 8.5, 1.5, 2.5]",5.0,8.5,1.5,2.5,False,False,False,False,False,False,False,False,63.5,True,True
ST,Sensata Technologies Holding plc Ordinary Shares,4047849723.0,2821917,4,False,2025-02-11,After market close,26.17,True,12.54,"[10.0, -5.4, 0.5, 30.0]","[0.23, 0.18, 0.22, 0.37]",0.65,1.39,11.15,+/+,25.81,25.55,25.8,25.96,25.42,26.17,28.01,28.47,25.8,28.85,29.25,27.94,29.54,29.71,28.78,29.67,29.84,29.15,30.0,30.07,29.3,12.54,"[10.0, -5.4, 0.5, 30.0]",10.0,-5.4,0.5,30.0,False,False,False,True,False,False,False,False,26.17,True,True
S,SentinelOne Inc. Class A Common Stock,6632702542.0,5222255,4,False,2025-03-12,After market close,17.87,True,-0.84,"[5.0, -10.0, 1.5, 0.0]","[0.14, 0.19, 0.24, 0.43]",0.45,-4.69,3.85,-/-,18.75,19.05,19.3,19.61,18.96,17.87,18.23,19.45,17.82,18.51,18.65,17.53,18.91,19.2,18.41,19.37,19.38,18.55,19.44,19.9,19.21,-0.84,"[5.0, -10.0, 1.5, 0.0]",5.0,-10.0,1.5,0.0,True,False,False,False,True,False,False,False,17.87,True,False
SCI,Service Corporation International Common Stock,10898966224.0,1184524,4,False,2025-02-12,After market close,82.0,True,5.57,"[5.0, 5.0, 0.1, 10.0]","[0.25, 0.18, 0.23, 0.34]",0.75,6.01,-0.44,+/+,77.35,76.69,75.99,77.39,75.71,82.0,81.48,83.78,80.77,77.07,80.89,76.96,77.77,78.02,76.47,78.89,79.47,77.67,78.65,79.2,77.88,5.57,"[5.0, 5.0, 0.1, 10.0]",5.0,5.0,0.1,10.0,False,False,False,False,False,False,False,False,82.0,True,True
NOW,ServiceNow Inc. Common Stock,210229200000.0,1432105,4,False,2025-01-29,After market close,1027.12,True,-10.27,"[7.5, 3.5, -50.0, 0.05]","[0.13, 0.21, 0.24, 0.42]",0.3,-12.24,1.97,-/-,1170.39,1160.91,1143.63,1170.39,1135.2,1027.12,1012.75,1031.0,990.0,1018.38,1035.75,1011.42,1020.94,1030.99,998.05,1010.13,1043.45,998.33,1027.06,1028.85,1012.08,-10.27,"[7.5, 3.5, -50.0, 0.05]",7.5,3.5,-50.0,0.05,True,False,True,False,False,False,True,False,1027.12,True,False
SEZL,Sezzle Inc. Common Stock,2879264518.0,2259451,4,False,2025-02-25,During market,48.57,True,0.74,"[10.0, 10.0, -1.5, -5.2]","[0.15, 0.1875, 0.21875, 0.44375]",0.55,2.54,-1.8,+/+,47.37,46.67,48.57,49.39,44.66,55.83,51.04,57.1,47.67,47.69,53.2,45.83,49.85,50.23,44.83,45.42,51.5,44.53,43.67,45.5,40.94,0.74,"[10.0, 10.0, -1.5, -5.2]",10.0,10.0,-1.5,-5.2,False,False,False,False,False,True,False,True,48.57,True,True
SHAK,Shake Shack Inc. Class A Common Stock,4821758343.0,2042899,5,False,2025-05-01,Before market open,93.53,True,5.2,"[7.5, 10.0, 0.0, 5.0]","[0.17, 0.19, 0.235, 0.405]",0.7,6.6,-1.4,+/+,87.74,93.53,88.71,94.97,87.0,90.2,94.37,96.19,90.13,96.43,98.82,92.83,98.68,99.46,94.4,101.93,102.33,98.9,103.32,104.09,101.79,5.2,"[7.5, 10.0, 0.0, 5.0]",7.5,10.0,0.0,5.0,False,False,False,False,False,False,False,False,93.53,True,True
SN,SharkNinja Inc. Ordinary Shares,13892992690.0,3011933,4,False,2025-02-13,Before market open,120.23,True,4.8,"[5.0, 8.5, 1.0, 5.0]","[0.225, 0.2, 0.225, 0.35]",0.9,8.66,-3.86,+/+,110.65,120.23,114.44,123.0,102.5,113.87,110.31,115.43,108.77,110.08,110.86,107.46,112.15,112.4,108.25,110.86,112.34,108.79,102.89,113.88,102.88,4.8,"[5.0, 8.5, 1.0, 5.0]",5.0,8.5,1.0,5.0,False,False,False,False,False,False,False,False,120.23,True,True
SHEL,Shell PLC American Depositary Shares (each representing two (2) Ordinary Shares) ,201881349491.0,5277867,5,False,2025-05-02,Before market open,67.12,True,4.61,"[8.5, 5.0, -1.5, 5.0]","[0.26, 0.18, 0.2, 0.36]",0.7,3.58,1.03,+/+,64.8,67.12,66.64,67.16,65.86,65.7,65.12,65.71,64.97,65.1,66.15,65.07,65.05,65.46,64.81,65.08,65.54,64.89,66.15,66.17,65.5,4.61,"[8.5, 5.0, -1.5, 5.0]",8.5,5.0,-1.5,5.0,False,False,False,False,False,True,False,False,67.12,True,True
SHW,Sherwin-Williams Company (The) Common Stock,89501997861.0,1391017,4,False,2025-01-30,Before market open,362.33,True,7.55,"[10.0, 5.25, -5.0, 15.0]","[0.26, 0.2, 0.21, 0.33]",0.66,0.53,7.02,+/+,360.41,362.33,365.55,370.0,355.56,365.73,358.16,366.68,356.55,357.64,362.75,349.5,357.59,358.27,353.13,364.48,365.42,356.68,365.22,368.18,362.8,7.55,"[10.0, 5.25, -5.0, 15.0]",10.0,5.25,-5.0,15.0,False,False,False,False,False,True,False,False,362.33,True,True
FOUR,Shift4 Payments Inc. Class A Common Stock,7860623447.0,2279736,4,False,2025-02-18,After market close,115.0,True,4.02,"[15.0, 5.0, -2.0, 0.15]","[0.23, 0.19, 0.215, 0.355]",0.65,-5.18,9.2,+/-,121.28,121.77,125.66,127.5,121.61,115.0,103.7,116.12,102.75,98.89,105.05,97.65,94.99,99.53,94.27,96.99,98.43,92.01,96.54,97.87,95.48,4.02,"[15.0, 5.0, -2.0, 0.15]",15.0,5.0,-2.0,0.15,True,False,True,False,False,False,True,False,115.0,False,False
SHOP,Shopify Inc. Class A Subordinate Voting Shares,135101595386.0,30713689,4,False,2025-02-11,Before market open,122.28,True,6.01,"[8.5, 5.0, -0.5, 10.0]","[0.21, 0.19, 0.26, 0.34]",0.75,1.98,4.03,+/+,119.9,122.28,123.59,125.95,114.7,119.05,120.49,122.49,116.7,127.65,128.0,120.1,128.35,128.57,123.88,129.31,129.38,124.19,127.66,129.05,124.4,6.01,"[8.5, 5.0, -0.5, 10.0]",8.5,5.0,-0.5,10.0,False,False,False,False,False,True,False,False,122.28,True,True
SIG,Signet Jewelers Limited Common Shares,2994983848.0,1354586,4,False,2025-03-19,Before market open,58.53,True,7.08,"[12.5, 10.0, 2.0, 5.0]","[0.25, 0.2, 0.225, 0.3]",0.77,21.18,-14.1,+/+,48.3,58.53,56.65,60.25,56.0,56.99,56.3,59.25,56.23,58.06,59.42,55.2,61.27,61.46,58.95,60.26,61.46,59.32,60.53,60.77,59.1,7.08,"[12.5, 10.0, 2.0, 5.0]",12.5,10.0,2.0,5.0,False,False,False,False,False,False,False,False,58.53,True,True
SPG,Simon Property Group Inc. Common Stock,55937123979.0,2805171,4,False,2025-02-04,After market close,178.56,True,4.07,"[5.0, 4.5, 1.0, 5.0]","[0.23, 0.18, 0.21, 0.38]",0.8,2.97,1.1,+/+,173.41,171.38,173.35,173.66,171.38,178.56,179.11,180.55,175.97,180.17,181.46,177.79,179.94,180.9,179.29,180.56,180.93,178.75,184.38,184.55,179.77,4.07,"[5.0, 4.5, 1.0, 5.0]",5.0,4.5,1.0,5.0,False,False,False,False,False,False,False,False,178.56,True,True
SSD,Simpson Manufacturing Company Inc. Common Stock,6875250772.0,276264,4,False,2025-02-10,After market close,176.41,True,2.49,"[2.5, 5.0, 1.5, 1.5]","[0.29, 0.2, 0.21, 0.3]",0.72,6.64,-4.15,+/+,165.42,166.39,166.88,168.31,164.92,176.41,169.33,181.99,169.31,164.68,166.65,164.2,167.61,168.14,165.47,174.28,174.7,168.87,176.55,176.87,172.61,2.49,"[2.5, 5.0, 1.5, 1.5]",2.5,5.0,1.5,1.5,False,False,False,False,False,False,False,False,176.41,True,True
SIRI,SiriusXM Holdings Inc. Common Stock,7414064386.0,4346446,1,False,2025-01-30,Before market open,21.99,True,4.2,"[15.0, 4.5, -0.5, -5.0]","[0.32, 0.2, 0.2, 0.28]",0.5,0.69,3.51,+/+,21.84,21.99,23.11,23.46,21.99,23.27,24.01,24.14,23.13,24.0,24.23,22.87,24.62,24.83,24.06,25.79,25.83,24.46,25.91,26.33,25.48,4.2,"[15.0, 4.5, -0.5, -5.0]",15.0,4.5,-0.5,-5.0,False,False,False,False,False,True,False,True,21.99,True,True
SITE,SiteOne Landscape Supply Inc. Common Stock,5704255588.0,1245339,4,False,2025-02-12,Before market open,134.37,True,10.7,"[20.0, 5.0, 0.0, 15.0]","[0.185, 0.17, 0.235, 0.41]",0.75,0.91,9.79,+/+,133.16,134.37,136.88,139.01,132.0,136.62,141.16,145.84,136.47,146.09,147.87,142.8,143.4,146.31,142.96,140.98,141.8,138.53,140.85,141.84,138.75,10.7,"[20.0, 5.0, 0.0, 15.0]",20.0,5.0,0.0,15.0,False,False,False,False,False,False,False,False,134.37,True,True
SKX,Skechers U.S.A. Inc. Common Stock,9350194938.0,12872501,4,False,2025-02-06,After market close,69.0,True,3.88,"[5.0, 4.0, 0.5, 5.0]","[0.26, 0.18, 0.21, 0.35]",0.75,-7.27,11.15,+/-,74.41,75.82,75.62,76.78,74.91,69.0,66.03,73.63,64.71,65.11,66.4,62.9,63.9,64.74,63.14,62.9,63.67,62.21,64.3,65.25,62.56,3.88,"[5.0, 4.0, 0.5, 5.0]",5.0,4.0,0.5,5.0,True,False,True,False,True,False,True,False,69.0,False,False
SWKS,Skyworks Solutions Inc. Common Stock,10965432824.0,6361178,4,False,2025-02-05,After market close,62.55,True,7.12,"[10.0, 5.0, 1.0, 10.0]","[0.26, 0.18, 0.22, 0.34]",0.75,-27.58,34.7,+/-,86.37,86.16,87.08,87.85,85.9,62.55,65.6,67.3,62.01,65.69,67.84,65.01,64.64,66.33,64.54,65.23,65.73,63.81,66.19,66.29,64.31,7.12,"[10.0, 5.0, 1.0, 10.0]",10.0,5.0,1.0,10.0,True,False,True,False,True,False,True,False,62.55,False,False
SW,Smurfit WestRock plc Ordinary Shares,23489879445.0,5216155,2,False,2025-02-12,Before market open,50.96,True,7.37,"[8.5, 7.5, 1.0, 10.0]","[0.215, 0.185, 0.205, 0.395]",0.85,-5.0,12.37,+/-,53.64,50.96,50.93,51.4,49.28,53.31,54.65,55.09,53.31,53.65,54.74,53.42,55.3,55.35,53.67,55.32,55.49,54.32,54.1,55.16,53.08,7.37,"[8.5, 7.5, 1.0, 10.0]",8.5,7.5,1.0,10.0,True,False,True,False,True,False,True,False,50.96,False,False
SNAP,Snap Inc. Class A Common Stock,15391550292.0,53703236,4,False,2025-02-04,After market close,11.53,True,9.71,"[8.0, 5.0, 1.0, 15.0]","[0.185, 0.14, 0.185, 0.49]",0.77,3.27,6.44,+/+,11.17,11.19,11.6,11.71,11.19,11.53,10.63,11.57,10.59,10.69,10.79,10.35,10.92,11.05,10.6,10.71,11.09,10.68,10.87,10.92,10.35,9.71,"[8.0, 5.0, 1.0, 15.0]",8.0,5.0,1.0,15.0,False,False,False,False,False,False,False,False,11.53,True,True
SNA,Snap-On Incorporated Common Stock,17098641938.0,261413,4,False,2025-02-06,Before market open,346.26,True,5.29,"[8.5, 4.5, 1.5, 5.0]","[0.32, 0.2, 0.21, 0.27]",0.75,-2.76,8.05,+/-,356.1,346.26,339.84,346.26,330.49,341.08,338.52,342.71,335.86,340.61,341.9,336.11,337.34,341.48,336.54,334.89,336.58,331.67,339.73,340.25,333.24,5.29,"[8.5, 4.5, 1.5, 5.0]",8.5,4.5,1.5,5.0,True,False,True,False,True,False,True,False,346.26,False,False
SNOW,Snowflake Inc. Class A Common Stock,60318414000.0,4276539,4,False,2025-02-26,After market close,187.01,True,4.91,"[12.0, 5.0, -5.0, 8.5]","[0.12, 0.22, 0.24, 0.42]",0.63,13.89,-8.98,+/+,164.2,166.0,166.19,170.01,164.8,187.01,173.69,187.95,173.59,177.1,177.26,170.57,173.65,180.95,173.06,173.6,176.64,165.8,177.31,177.77,170.02,4.91,"[12.0, 5.0, -5.0, 8.5]",12.0,5.0,-5.0,8.5,False,False,False,False,False,True,False,False,187.01,True,True
SOFI,SoFi Technologies Inc. Common Stock  ,15519297868.0,74278211,4,False,2025-01-27,Before market open,15.93,True,5.7,"[15.0, 5.0, -1.5, 5.0]","[0.2, 0.19, 0.2, 0.41]",0.76,-11.1,16.8,+/-,17.92,15.93,16.08,16.98,15.55,16.12,16.17,16.25,15.22,15.99,16.34,15.76,16.44,16.67,16.11,15.78,16.57,15.59,15.4,15.77,14.89,5.7,"[15.0, 5.0, -1.5, 5.0]",15.0,5.0,-1.5,5.0,True,False,True,False,False,False,True,False,15.93,False,False
