symbol,company_name,market_cap,latest_volume,cycle,isPurePrediction,release_date,whenInTheDay,end_price(first_available_sell_point),did_end_price_date_calculation_succeed,prediction [%],confidence,actual_price_change [%],digression [%],signComparison(predict/actual),start_price,n_open_price,n_close_price,n_high_price,n_low_price,n+1_open_price,n+1_close_price,n+1_high_price,n+1_low_price,n+2_close_price,n+2_high_price,n+2_low_price,n+3_close_price,n+3_high_price,n+3_low_price,n+4_close_price,n+4_high_price,n+4_low_price,n+5_close_price,n+5_high_price,n+5_low_price,factor_price_change_list,prediction 0 [%],factor_price_change_list_parsed,prediction_by_factor_1,prediction_by_factor_2,prediction_by_factor_3,prediction_by_factor_4,is_false_positive_factor_1,is_false_negative_factor_1,is_false_positive_factor_2,is_false_negative_factor_2,is_false_positive_factor_3,is_false_negative_factor_3,is_false_positive_factor_4,is_false_negative_factor_4,end_price,didWin,didWin_always_buy
QSR,Restaurant Brands International Inc. Common Shares,20170214325.0,1544509,4,False,2025-02-12,Before market open,67.82,True,5.25,0.85,-1.5846912841979404,3.86,+/-,66.89,67.82,65.83,68.54,65.51,65.88,66.39,66.49,64.07,64.52,66.0,63.24,64.65,65.04,63.13,63.19,64.54,62.78,63.21,63.35,62.01,"[8.5, 5.87, 1.0, 5.0]",5.25,"[8.5, 5.87, 1.0, 5.0]",8.5,5.87,1.0,5.0,False,False,False,False,False,False,False,False,65.83,False,False
RVTY,Revvity Inc. Common Stock,13854572187.0,658369,4,False,2025-01-31,Before market open,125.47,True,4.73,0.6,-0.5597603279722547,5.81,+/-,126.84,125.47,126.13,128.04,121.56,125.74,123.69,126.57,123.13,123.16,124.82,121.88,122.37,124.1,122.2,119.16,123.34,118.94,118.86,119.73,116.63,"[12.5, 5.0, 0.0, -2.0]",4.73,"[12.5, 5.0, 0.0, -2.0]",12.5,5.0,0.0,-2.0,True,False,True,False,False,False,False,False,126.13,False,False
RGTI,Rigetti Computing Inc. Common Stock,2067179947.0,84775361,3,False,2024-11-12,Before market open,1.31,True,7.54,0.6825,-1.9736842105263175,21.35,+/-,1.52,1.31,1.49,1.5,1.25,1.51,1.7,1.89,1.48,1.55,1.85,1.53,1.41,1.61,1.38,1.3,1.49,1.28,1.31,1.38,1.29,"[10.0, 15.0, 0.15, 5.0]",7.54,"[10.0, 15.0, 0.15, 5.0]",10.0,15.0,0.15,5.0,True,False,True,False,True,False,True,False,1.49,False,False
RIO,Rio Tinto Plc Common Stock,79606373802.0,2259037,2,False,2025-02-19,During market,62.76,True,3.33,0.85,-2.2125272670614033,5.54,+/-,64.18,63.0,62.76,63.42,61.24,64.12,64.29,64.74,63.76,63.53,64.49,63.27,,,,,,,,,,"[8.0, 3.75, 1.0, 1.5]",3.33,"[8.0, 3.75, 1.0, 1.5]",8.0,3.75,1.0,1.5,True,False,True,False,True,False,True,False,62.76,False,False
RIOT,Riot Platforms Inc. Common Stock ,3476125096.0,40702994,3,False,2024-10-30,After market close,9.97,True,5.63,0.7,-14.995400183992633,13.96,+/-,10.87,10.57,10.48,10.91,10.42,9.97,9.24,10.23,9.1,9.44,9.97,9.25,8.98,9.2,8.72,9.71,9.83,9.16,12.25,12.29,10.61,"[20.0, 7.5, -1.0, 5.0]",5.63,"[20.0, 7.5, -1.0, 5.0]",20.0,7.5,-1.0,5.0,True,False,True,False,False,False,True,False,9.24,False,False
RIVN,Rivian Automotive Inc. Class A Common Stock,13238095931.0,70364290,4,False,2025-02-20,After market close,12.71,True,4.05,0.65,-6.891600861450101,12.81,+/-,13.93,13.93,13.61,14.05,13.28,12.71,12.97,13.36,12.55,,,,,,,,,,,,,"[7.5, 7.5, 1.5, 0.0]",4.05,"[7.5, 7.5, 1.5, 0.0]",7.5,7.5,1.5,0.0,True,False,True,False,True,False,False,False,12.97,False,False
RHI,Robert Half Inc. Common Stock,6131968140.0,1600456,4,False,2025-01-29,After market close,64.86,True,-0.85,0.5,-8.161524242855105,6.93,-/-,70.33,70.13,69.15,70.35,68.37,64.86,64.59,66.74,63.08,64.79,66.25,64.59,63.35,64.71,62.47,63.05,63.73,62.85,62.04,63.61,61.71,"[-5.0, 5.0, 1.5, -5.0]",-0.85,"[-5.0, 5.0, 1.5, -5.0]",-5.0,5.0,1.5,-5.0,False,False,True,False,True,False,False,False,64.59,True,False
HOOD,Robinhood Markets Inc. Class A Common Stock,45689769024.0,33573235,4,False,2025-02-12,After market close,62.09,True,9.35,0.6,19.610048743907,-7.05,+/+,53.34,53.17,55.91,56.74,52.65,62.09,63.8,66.91,61.2,65.28,66.08,61.72,60.44,65.58,59.9,59.23,61.91,58.65,56.06,59.1,54.23,"[20.0, 5.0, 3.0, 3.0]",9.35,"[20.0, 5.0, 3.0, 3.0]",20.0,5.0,3.0,3.0,False,False,False,False,False,False,False,False,63.8,True,True
RBLX,Roblox Corporation Class A Common Stock,41712922062.0,6805588,4,False,2025-02-06,Before market open,60.13,True,4.41,0.6,-11.063998939976143,24.73,+/-,75.47,60.13,67.12,67.86,60.01,66.69,66.28,69.15,64.33,65.05,65.99,63.63,66.05,66.5,63.75,64.2,66.28,63.96,65.53,65.6,63.22,"[10.0, 6.5, -1.5, 0.8]",4.41,"[10.0, 6.5, -1.5, 0.8]",10.0,6.5,-1.5,0.8,True,False,True,False,False,False,True,False,67.12,False,False
RKLB,Rocket Lab USA Inc. Common Stock,11772905887.0,16195534,3,False,2024-11-12,After market close,19.24,True,8.38,0.53,27.401894451962107,-21.8,+/+,14.78,14.49,14.66,15.02,14.24,19.24,18.83,22.55,18.65,17.36,19.43,17.25,19.0,19.48,16.8,19.29,20.35,18.47,20.5,20.97,18.72,"[10.5, 12.5, -2.0, 12.5]",8.38,"[10.5, 12.5, -2.0, 12.5]",10.5,12.5,-2.0,12.5,False,False,False,False,False,True,False,False,18.83,True,True
ROK,Rockwell Automation Inc. Common Stock,33381395709.0,1113483,4,False,2025-02-10,Before market open,290.67,True,5.91,0.56,12.645305514157974,-2.38,+/+,268.4,290.67,302.34,308.7,284.5,304.99,303.75,307.0,299.72,301.95,303.3,298.8,298.66,301.41,297.62,294.4,300.12,293.5,301.15,301.23,292.68,"[8.5, 5.5, 2.5, 5.0]",5.91,"[8.5, 5.5, 2.5, 5.0]",8.5,5.5,2.5,5.0,False,False,False,False,False,False,False,False,302.34,True,True
ROL,Rollins Inc. Common Stock,24835898096.0,1781646,4,False,2025-02-12,After market close,50.57,True,3.98,0.75,3.964757709251109,2.72,+/+,49.94,49.31,50.1,50.28,49.16,50.57,51.92,52.84,50.11,50.73,52.15,50.58,50.01,50.81,49.75,50.76,50.83,49.85,51.33,51.43,50.39,"[7.25, 5.5, 1.5, 2.5]",3.98,"[7.25, 5.5, 1.5, 2.5]",7.25,5.5,1.5,2.5,False,False,False,False,False,False,False,False,51.92,True,True
ROP,Roper Technologies Inc. Common Stock,61554894132.0,634304,4,False,2025-01-30,Before market open,565.99,True,3.58,0.75,5.07900261500498,-0.66,+/+,543.02,565.99,570.6,584.31,561.6,572.0,575.65,581.92,570.07,577.04,581.5,569.68,577.67,579.62,571.16,581.42,582.25,573.12,583.42,583.77,577.71,"[4.5, 5.0, 1.0, 5.0]",3.58,"[4.5, 5.0, 1.0, 5.0]",4.5,5.0,1.0,5.0,False,False,False,False,False,False,False,False,570.6,True,True
ROST,Ross Stores Inc. Common Stock,45071627602.0,2676986,3,False,2024-11-21,After market close,152.93,True,1.61,0.56,4.86365925606158,-8.41,+/+,138.99,140.55,142.62,142.88,138.94,152.93,145.75,155.1,144.45,152.93,154.35,148.23,154.02,154.69,151.91,154.53,155.59,153.64,154.51,155.32,153.55,"[4.5, 2.5, 1.0, -1.0]",1.61,"[4.5, 2.5, 1.0, -1.0]",4.5,2.5,1.0,-1.0,False,False,False,False,False,False,False,True,145.75,True,True
RY,Royal Bank Of Canada Common Stock,168215201545.0,2169988,3,False,2024-12-04,Before market open,126.27,True,1.43,0.6,0.4970338303671673,0.2,+/+,124.74,126.27,125.36,128.04,125.06,125.37,128.02,128.05,125.29,126.05,128.01,125.84,125.96,126.52,125.29,125.92,126.61,125.59,126.04,126.93,125.97,"[3.5, 2.5, 1.0, -2.0]",1.43,"[3.5, 2.5, 1.0, -2.0]",3.5,2.5,1.0,-2.0,False,False,False,False,False,False,False,True,125.36,True,True
RCL,Royal Caribbean Cruises Ltd. Common Stock,63046101912.0,4119906,4,False,2025-01-28,Before market open,246.75,True,3.5,0.7,12.004898234946376,-0.69,+/+,236.82,246.75,265.25,269.96,246.0,266.2,269.09,271.31,265.32,274.79,275.05,267.37,266.6,277.08,266.01,260.86,266.34,256.76,263.59,265.99,259.74,"[10.0, 5.0, -5.0, 10.0]",3.5,"[10.0, 5.0, -5.0, 10.0]",10.0,5.0,-5.0,10.0,False,False,False,False,False,True,False,False,265.25,True,True
RGLD,Royal Gold Inc. Common Stock,9761866545.0,524072,4,False,2025-02-12,After market close,149.9,True,0.35,0.7,5.9501622143991195,-3.12,+/+,144.87,143.64,147.19,148.49,143.4,149.9,153.49,155.58,144.75,146.83,155.64,146.65,149.1,149.67,146.18,149.24,149.79,147.41,152.24,152.37,149.2,"[5.5, 2.5, -1.5, -5.0]",0.35,"[5.5, 2.5, -1.5, -5.0]",5.5,2.5,-1.5,-5.0,False,False,False,False,False,True,False,True,153.49,True,True
RPRX,Royalty Pharma plc Class A Ordinary Shares ,19265064841.0,4620588,4,False,2025-02-11,Before market open,31.6,True,2.38,0.75,1.6708701134930681,2.75,+/+,31.72,31.6,32.25,32.72,31.3,32.27,32.34,32.56,31.73,32.46,32.63,32.13,32.36,32.89,32.28,32.85,32.87,32.0,32.59,32.92,32.3,"[8.5, 5.0, 2.5, -5.0]",2.38,"[8.5, 5.0, 2.5, -5.0]",8.5,5.0,2.5,-5.0,True,False,True,False,True,False,False,False,32.25,True,True
RBRK,Rubrik Inc. Class A Common Stock,12911488120.0,1929890,2,False,2024-12-05,After market close,65.68,True,5.45,0.6,22.824021284682626,-19.37,+/+,52.62,52.3,53.66,54.9,52.02,65.68,64.63,72.66,62.06,69.79,70.18,63.35,69.23,73.9,67.65,70.42,72.08,69.41,74.19,74.99,70.0,"[10.0, 8.5, 5.0, -5.0]",5.45,"[10.0, 8.5, 5.0, -5.0]",10.0,8.5,5.0,-5.0,False,False,False,False,False,False,False,True,64.63,True,True
RYAN,Ryan Specialty Holdings Inc. Class A Common Stock,17119218126.0,2425852,4,False,2025-02-20,After market close,62.5,True,6.38,0.72,-5.751765893037349,16.29,+/-,69.37,68.87,68.6,69.36,68.15,62.5,65.38,66.8,62.5,,,,,,,,,,,,,"[10.0, 6.5, 2.0, 8.5]",6.38,"[10.0, 6.5, 2.0, 8.5]",10.0,6.5,2.0,8.5,True,False,True,False,True,False,True,False,65.38,False,False
RYAAY,Ryanair Holdings plc American Depositary Shares,24815298881.0,1276782,4,False,2025-01-27,Before market open,47.26,True,6.3,0.7500000000000001,0.17338534893801105,3.87,+/+,46.14,47.26,46.22,47.62,46.12,46.45,47.42,47.79,46.24,46.79,47.38,46.74,48.18,48.34,47.04,46.69,48.14,46.63,46.35,47.29,45.58,"[10.0, 3.5, -2.0, 10.0]",6.3,"[10.0, 3.5, -2.0, 10.0]",10.0,3.5,-2.0,10.0,False,False,False,False,False,True,False,False,46.22,True,True
R,Ryder System Inc. Common Stock,6941908874.0,576115,4,False,2025-02-12,Before market open,155.09,True,2.0,0.75,3.0218738146415483,3.95,+/+,158.18,155.09,162.96,165.95,155.09,163.14,161.07,163.55,160.38,166.34,166.57,162.37,170.92,171.59,165.64,167.85,170.07,166.54,166.07,167.63,163.82,"[5.0, 1.5, 1.0, 0.0]",2.0,"[5.0, 1.5, 1.0, 0.0]",5.0,1.5,1.0,0.0,True,False,True,False,True,False,False,False,162.96,True,True
SPGI,S&P Global Inc. Common Stock,164180520000.0,1335117,4,False,2025-02-11,Before market open,540.0,True,5.83,0.8,4.892295750048523,1.03,+/+,515.3,540.0,540.51,542.0,526.22,535.87,531.51,537.0,526.99,542.32,542.77,534.22,539.69,545.39,538.89,543.77,544.33,537.15,542.7,543.5,539.51,"[10.0, 3.25, 1.5, 5.0]",5.83,"[10.0, 3.25, 1.5, 5.0]",10.0,3.25,1.5,5.0,False,False,False,False,False,False,False,False,540.51,True,True
SAP,SAP  SE ADS,330314150557.0,1105122,2,False,2024-10-21,After market close,236.41,True,8.6,0.75,0.8158305849678856,6.01,+/+,230.44,229.87,229.48,230.84,228.12,236.41,232.32,237.72,231.09,234.59,236.81,234.09,238.3,238.48,236.32,237.69,240.08,237.45,240.28,240.99,239.73,"[10.5, 2.5, 1.0, 15.0]",8.6,"[10.5, 2.5, 1.0, 15.0]",10.5,2.5,1.0,15.0,False,False,False,False,False,False,False,False,232.32,True,True
SBAC,SBA Communications Corporation Class A Common Stock,22902317208.0,1132674,3,False,2024-10-28,After market close,239.92,True,1.39,0.47,-4.1543766357858,1.71,+/-,240.71,242.39,238.86,244.07,238.25,239.92,230.71,240.52,230.21,230.84,235.8,229.17,228.44,232.16,227.52,224.58,230.33,224.2,227.74,229.06,224.96,"[3.5, 5.0, -1.0, -2.0]",1.39,"[3.5, 5.0, -1.0, -2.0]",3.5,5.0,-1.0,-2.0,True,False,True,False,False,False,False,False,230.71,False,False
SLM,SLM Corporation Common Stock,6514298728.0,5500445,4,False,2025-01-23,After market close,30.64,True,7.47,0.77,-0.24071526822557338,2.11,+/-,29.08,29.08,29.3,29.75,29.08,30.64,29.01,31.49,28.95,28.64,28.96,28.21,28.58,28.74,28.26,28.7,28.9,28.22,28.72,29.08,28.43,"[5.75, 5.0, 0.5, 15.0]",7.47,"[5.75, 5.0, 0.5, 15.0]",5.75,5.0,0.5,15.0,False,False,False,False,False,False,False,False,29.01,False,False
SM,SM Energy Company Common Stock,3930272487.0,4711870,4,False,2025-02-19,After market close,37.87,True,3.65,0.45,-3.9098912480579964,5.59,+/-,38.62,38.57,38.83,39.4,37.94,37.87,37.11,39.4,36.56,34.35,37.11,34.06,,,,,,,,,,"[15.0, -5.0, 3.0, -1.5]",3.65,"[15.0, -5.0, 3.0, -1.5]",15.0,-5.0,3.0,-1.5,True,False,False,False,True,False,False,False,37.11,False,False
SPSC,SPS Commerce Inc. Common Stock,5334421261.0,662699,4,False,2025-02-10,After market close,171.2,True,5.55,0.74,-14.351410464920644,9.54,+/-,178.31,178.81,177.17,180.88,176.59,171.2,152.72,172.0,148.0,152.94,155.16,147.27,148.5,154.76,147.76,146.21,149.18,145.9,146.21,146.46,143.39,"[5.0, 5.0, 1.5, 10.0]",5.55,"[5.0, 5.0, 1.5, 10.0]",5.0,5.0,1.5,10.0,True,False,True,False,True,False,True,False,152.72,False,False
SSNC,SS&C Technologies Holdings Inc. Common Stock,21944902607.0,2166520,4,False,2025-02-06,After market close,86.55,True,4.95,0.6,5.976533854803228,-0.84,+/+,81.82,82.06,81.8,82.1,81.01,86.55,86.71,87.5,85.36,87.29,87.46,85.63,86.71,87.54,86.43,88.09,88.22,85.76,88.58,88.8,87.67,"[15.0, 3.5, -1.5, 0.15]",4.95,"[15.0, 3.5, -1.5, 0.15]",15.0,3.5,-1.5,0.15,False,False,False,False,False,True,False,False,86.71,True,True
STE,STERIS plc (Ireland) Ordinary Shares,21670194022.0,412247,4,False,2025-02-05,After market close,221.46,True,2.65,0.67,2.752962625341838,1.71,+/+,219.4,220.89,220.83,221.73,218.37,221.46,225.44,227.38,216.98,223.23,226.48,220.79,224.31,224.85,221.7,223.36,223.55,221.52,219.11,221.54,218.28,"[8.0, 4.5, 1.0, -5.0]",2.65,"[8.0, 4.5, 1.0, -5.0]",8.0,4.5,1.0,-5.0,False,False,False,False,False,False,False,True,225.44,True,True
STM,STMicroelectronics N.V. Common Stock,24907454125.0,8694887,4,False,2025-01-30,Before market open,22.54,True,4.99,0.6,-8.973322554567497,13.88,+/-,24.74,22.54,22.52,22.79,21.96,22.23,22.45,22.92,22.18,21.64,22.03,21.36,22.37,22.57,22.24,22.3,22.3,21.6,22.76,22.77,22.26,"[15.0, -5.0, 1.5, 2.5]",4.99,"[15.0, -5.0, 1.5, 2.5]",15.0,-5.0,1.5,2.5,True,False,False,False,True,False,True,False,22.52,False,False
SAIA,Saia Inc. Common Stock,10814887249.0,1254990,4,False,2025-02-03,Before market open,532.99,True,5.12,0.6,-2.0203703317989605,-5.89,+/-,480.11,532.99,470.41,532.99,461.82,466.86,479.27,481.71,465.11,503.01,503.51,481.7,508.47,538.03,499.02,489.51,511.0,489.19,495.99,497.42,482.42,"[10.0, 5.0, -10.0, 15.0]",5.12,"[10.0, 5.0, -10.0, 15.0]",10.0,5.0,-10.0,15.0,False,False,False,False,False,True,False,False,470.41,False,False
CRM,Salesforce Inc. Common Stock,296478600000.0,7341593,3,False,2024-12-03,After market close,366.39,True,1.24,0.55,11.136315518857936,-9.58,+/+,330.63,327.03,331.05,332.42,323.28,366.39,367.45,368.58,356.24,360.97,365.03,356.26,361.58,366.73,360.68,351.17,361.29,350.39,348.42,355.08,347.03,"[4.5, 5.0, -5.0, -1.35]",1.24,"[4.5, 5.0, -5.0, -1.35]",4.5,5.0,-5.0,-1.35,False,False,False,False,False,True,False,True,367.45,True,True
IOT,Samsara Inc. Class A Common Stock,29642497639.0,3908955,3,False,2024-12-05,After market close,52.53,True,8.3,0.82,-6.393266475644699,14.23,+/-,55.84,55.61,55.13,56.2,54.87,52.53,52.27,54.43,51.62,50.13,51.93,49.8,45.43,48.25,45.0,46.4,46.53,44.59,46.43,46.59,45.69,"[15.0, 6.5, 1.0, 10.0]",8.3,"[15.0, 6.5, 1.0, 10.0]",15.0,6.5,1.0,10.0,True,False,True,False,True,False,True,False,52.27,False,False
SNY,Sanofi ADS,137579326771.0,1424158,4,False,2025-01-30,Before market open,53.82,True,2.26,0.58,3.8350910834132312,-0.94,+/+,52.15,53.82,54.15,54.86,53.7,54.16,54.34,54.34,53.81,53.35,53.96,53.15,53.5,53.68,53.03,53.5,54.12,53.46,52.87,53.83,52.69,"[8.5, -5.0, 2.5, 0.0]",2.26,"[8.5, -5.0, 2.5, 0.0]",8.5,-5.0,2.5,0.0,False,False,False,True,False,False,False,False,54.15,True,True
SRPT,Sarepta Therapeutics Inc. Common Stock (DE),10151828402.0,709348,3,False,2024-11-06,After market close,132.4,True,6.78,0.75,-3.671706263498923,0.86,+/-,125.01,126.5,127.97,128.32,122.45,132.4,120.42,133.0,117.52,121.61,121.96,116.32,117.84,122.63,117.53,114.32,118.73,114.12,112.48,116.3,111.53,"[8.5, 4.0, 0.0, 15.0]",6.78,"[8.5, 4.0, 0.0, 15.0]",8.5,4.0,0.0,15.0,False,False,False,False,False,False,False,False,120.42,False,False
SLB,Schlumberger N.V. Common Stock,58471496531.0,13670347,4,False,2025-01-17,Before market open,41.86,True,1.9,0.5,6.052438127909823,-0.68,+/+,40.81,41.86,43.28,44.19,41.32,43.65,43.44,44.35,43.05,41.34,43.15,41.17,41.74,41.88,41.3,41.96,42.33,41.43,42.25,42.48,41.71,"[12.0, 3.5, 1.5, -4.0]",1.9,"[12.0, 3.5, 1.5, -4.0]",12.0,3.5,1.5,-4.0,False,False,False,False,False,False,False,True,43.28,True,True
SAIC,Science Applications International Corporation Common Stock,4782567525.0,1123470,3,False,2024-12-05,Before market open,132.07,True,4.03,0.6,-2.5261112460529547,-2.91,+/-,123.51,132.07,120.39,132.57,119.99,120.82,117.68,120.83,116.67,115.69,118.81,115.54,115.58,116.81,113.82,113.1,116.12,110.98,113.14,114.6,111.65,"[10.0, -3.5, 1.0, 5.0]",4.03,"[10.0, -3.5, 1.0, 5.0]",10.0,-3.5,1.0,5.0,False,False,False,True,False,False,False,False,120.39,False,False
SE,Sea Limited American Depositary Shares each representing one Class A Ordinary Share,73297271693.0,4709408,3,False,2024-11-12,Before market open,109.55,True,5.77,0.7,10.45557151651961,-6.64,+/+,97.46,109.55,107.65,117.52,107.19,109.24,104.96,112.7,104.46,103.33,105.85,102.87,102.94,103.75,99.66,108.63,109.0,103.6,113.68,113.74,107.8,"[15.0, 5.0, -5.0, 5.5]",5.77,"[15.0, 5.0, -5.0, 5.5]",15.0,5.0,-5.0,5.5,False,False,False,False,False,True,False,False,107.65,True,True
STX,Seagate Technology Holdings PLC Ordinary Shares (Ireland),21350690584.0,2484241,4,False,2025-01-21,After market close,108.63,True,1.02,0.6,10.760724889935503,-10.2,+/+,97.67,99.85,101.25,102.54,99.22,108.63,108.18,111.91,105.86,108.42,108.53,105.92,108.19,110.24,107.6,103.48,107.0,102.32,100.27,104.03,98.82,"[7.5, -6.5, 1.0, 5.0]",1.02,"[7.5, -6.5, 1.0, 5.0]",7.5,-6.5,1.0,5.0,False,False,False,True,False,False,False,False,108.18,True,True
SMTC,Semtech Corporation Common Stock,2807834217.0,2266346,3,False,2024-11-25,After market close,63.5,True,-2.25,0.3,24.012576144625662,-27.03,-/+,50.89,52.37,53.44,53.74,51.5,63.5,63.11,66.64,57.51,64.2,65.12,61.4,64.04,65.33,62.75,62.68,64.97,61.74,66.95,67.0,61.34,"[-15.0, 5.0, -5.0, -15.0]",-2.25,"[-15.0, 5.0, -5.0, -15.0]",-15.0,5.0,-5.0,-15.0,False,True,False,False,False,True,False,True,63.11,False,True
S,SentinelOne Inc. Class A Common Stock,7108073847.0,3828497,3,False,2024-12-04,After market close,24.99,True,6.76,0.5,-9.655172413793103,16.05,+/-,27.55,28.26,28.68,29.06,27.83,24.99,24.89,26.64,24.48,25.78,26.0,24.86,24.67,25.91,24.51,23.61,24.83,23.39,23.57,23.84,23.03,"[5.0, 5.0, -3.0, 15.0]",6.76,"[5.0, 5.0, -3.0, 15.0]",5.0,5.0,-3.0,15.0,True,False,True,False,False,False,True,False,24.89,False,False
SCI,Service Corporation International Common Stock,11379789042.0,1274148,4,False,2025-02-12,After market close,82.0,True,2.56,0.8,5.339366515837117,-3.45,+/+,77.35,76.69,75.99,77.39,75.71,82.0,81.48,83.78,80.77,77.07,80.89,76.96,77.77,78.02,76.47,78.89,79.47,77.67,78.65,79.2,77.88,"[8.0, 3.0, 0.5, 1.5]",2.56,"[8.0, 3.0, 0.5, 1.5]",8.0,3.0,0.5,1.5,False,False,False,False,False,False,False,False,81.48,True,True
NOW,ServiceNow Inc. Common Stock,193312460000.0,2001460,4,False,2025-01-29,After market close,1027.12,True,-4.1,0.48,-13.469014601970292,8.14,-/-,1170.39,1160.91,1143.63,1170.39,1135.2,1027.12,1012.75,1031.0,990.0,1018.38,1035.75,1011.42,1020.94,1030.99,998.05,1010.13,1043.45,998.33,1027.06,1028.85,1012.08,"[-5.0, 4.5, -10.0, -5.0]",-4.1,"[-5.0, 4.5, -10.0, -5.0]",-5.0,4.5,-10.0,-5.0,False,False,True,False,False,False,False,False,1012.75,True,False
SEZL,Sezzle Inc. Common Stock,1607256296.0,175396,3,False,2024-11-07,After market close,350.0,True,3.6,0.5,78.27542040242946,-41.01,+/+,242.03,249.62,250.47,269.16,246.92,350.0,431.48,454.16,307.7,427.21,444.07,392.76,367.95,426.66,345.21,382.09,405.0,364.27,372.2,414.93,368.0,"[10.0, 10.5, -1.5, -5.0]",3.6,"[10.0, 10.5, -1.5, -5.0]",10.0,10.5,-1.5,-5.0,False,False,False,False,False,True,False,True,431.48,True,True
SHAK,Shake Shack Inc. Class A Common Stock,4618807751.0,3255233,4,False,2025-02-20,Before market open,127.79,True,3.35,0.65,11.130090802840956,-11.54,+/+,111.23,127.79,123.61,129.0,119.1,123.3,108.72,123.87,108.48,,,,,,,,,,,,,"[5.0, 5.0, -2.5, 5.0]",3.35,"[5.0, 5.0, -2.5, 5.0]",5.0,5.0,-2.5,5.0,False,False,False,False,False,True,False,False,123.61,True,True
SN,SharkNinja Inc. Ordinary Shares,14310287836.0,1831671,4,False,2025-02-13,Before market open,120.23,True,6.67,0.8,3.425214640759143,-1.98,+/+,110.65,120.23,114.44,123.0,102.5,113.87,110.31,115.43,108.77,110.08,110.86,107.46,112.15,112.4,108.25,110.86,112.34,108.79,102.89,113.88,102.88,"[8.5, 7.5, 2.75, 10.0]",6.67,"[8.5, 7.5, 2.75, 10.0]",8.5,7.5,2.75,10.0,False,False,False,False,False,False,False,False,114.44,True,True
SHEL,Shell PLC American Depositary Shares (each representing two (2) Ordinary Shares) ,202854564794.0,3329977,4,False,2025-01-30,Before market open,65.33,True,3.36,0.65,2.8865657668903015,1.43,+/+,64.09,65.33,65.94,66.24,65.25,66.36,65.15,66.4,64.99,64.48,65.07,64.24,65.92,65.97,64.49,65.82,66.03,65.5,65.46,66.19,65.12,"[8.0, -3.5, 2.5, 2.5]",3.36,"[8.0, -3.5, 2.5, 2.5]",8.0,-3.5,2.5,2.5,False,False,False,True,False,False,False,False,65.94,True,True
SHW,Sherwin-Williams Company (The) Common Stock,86781088480.0,2871320,4,False,2025-01-30,Before market open,362.33,True,4.47,0.775,1.426153547348849,3.94,+/+,360.41,362.33,365.55,370.0,355.56,365.73,358.16,366.68,356.55,357.64,362.75,349.5,357.59,358.27,353.13,364.48,365.42,356.68,365.22,368.18,362.8,"[5.5, 5.5, 1.0, 5.0]",4.47,"[5.5, 5.5, 1.0, 5.0]",5.5,5.5,1.0,5.0,False,False,False,False,False,False,False,False,365.55,True,True
FOUR,Shift4 Payments Inc. Class A Common Stock,8463422250.0,3891773,4,False,2025-02-18,After market close,115.0,True,5.67,0.6,-14.495382585751978,10.85,+/-,121.28,121.77,125.66,127.5,121.61,115.0,103.7,116.12,102.75,98.89,105.05,97.65,94.99,99.53,94.27,,,,,,,"[12.0, 7.5, -1.5, 15.0]",5.67,"[12.0, 7.5, -1.5, 15.0]",12.0,7.5,-1.5,15.0,True,False,True,False,False,False,True,False,103.7,False,False
SHOP,Shopify Inc. Class A Subordinate Voting Shares,149314879317.0,10054207,4,False,2025-02-11,Before market open,122.28,True,2.7,0.65,3.077564637197663,0.71,+/+,119.9,122.28,123.59,125.95,114.7,119.05,120.49,122.49,116.7,127.65,128.0,120.1,128.35,128.57,123.88,129.31,129.38,124.19,127.66,129.05,124.4,"[8.0, 5.0, -2.0, 5.0]",2.7,"[8.0, 5.0, -2.0, 5.0]",8.0,5.0,-2.0,5.0,False,False,False,False,False,True,False,False,123.59,True,True
SIG,Signet Jewelers Limited Common Shares,2294171192.0,1173663,3,False,2024-12-05,Before market open,85.44,True,-3.35,0.4,-11.941659070191438,10.11,-/-,98.73,85.44,86.94,90.28,84.5,87.5,91.8,92.81,87.47,86.47,90.48,86.46,84.8,86.73,84.73,85.01,85.63,83.82,85.08,87.04,84.88,"[-10.0, 5.0, 2.0, -5.0]",-3.35,"[-10.0, 5.0, 2.0, -5.0]",-10.0,5.0,2.0,-5.0,False,False,True,False,True,False,False,False,86.94,True,False
SPG,Simon Property Group Inc. Common Stock,59969921764.0,1367631,4,False,2025-02-04,After market close,178.56,True,4.25,0.83,3.2870076696845727,1.28,+/+,173.41,171.38,173.35,173.66,171.38,178.56,179.11,180.55,175.97,180.17,181.46,177.79,179.94,180.9,179.29,180.56,180.93,178.75,184.38,184.55,179.77,"[5.5, 3.5, 2.0, 5.0]",4.25,"[5.5, 3.5, 2.0, 5.0]",5.5,3.5,2.0,5.0,False,False,False,False,False,False,False,False,179.11,True,True
SIRI,SiriusXM Holdings Inc. Common Stock,8384523939.0,4937398,1,False,2025-01-30,Before market open,21.76,True,6.62,0.75,5.8306339657566015,5.94,+/+,21.61,21.76,22.87,23.22,21.76,23.03,23.76,23.89,22.89,23.75,23.98,22.63,24.36,24.57,23.81,25.52,25.56,24.21,25.64,26.06,25.21,"[15.0, 5.5, 0.5, 2.0]",6.62,"[15.0, 5.5, 0.5, 2.0]",15.0,5.5,0.5,2.0,False,False,False,False,False,False,False,False,22.87,True,True
