symbol,company_name,market_cap,latest_volume,cycle,isPurePrediction,release_date,whenInTheDay,end_price(first_available_sell_point),did_end_price_date_calculation_succeed,prediction [%],factor_price_change_list,weight_distribution_list,confidence,actual_price_change [%],digression [%],signComparison(predict/actual),start_price,n_open_price,n_close_price,n_high_price,n_low_price,n+1_open_price,n+1_close_price,n+1_high_price,n+1_low_price,n+2_close_price,n+2_high_price,n+2_low_price,n+3_close_price,n+3_high_price,n+3_low_price,n+4_close_price,n+4_high_price,n+4_low_price,n+5_close_price,n+5_high_price,n+5_low_price,prediction 0 [%],factor_price_change_list_parsed,prediction_by_factor_1,prediction_by_factor_2,prediction_by_factor_3,prediction_by_factor_4,prediction_by_factor_5,is_false_positive_factor_1,is_false_negative_factor_1,is_false_positive_factor_2,is_false_negative_factor_2,is_false_positive_factor_3,is_false_negative_factor_3,is_false_positive_factor_4,is_false_negative_factor_4,is_false_positive_factor_5,is_false_negative_factor_5,end_price,didWin,didWin_always_buy
TPG,TPG Inc. Class A Common Stock,17161912296.0,936897,0,False,2025-02-11,Before market open,61.14,True,2.34,"[7.5, -2.0, 5.0, -2.0, -1.0]","[0.224, 0.086, 0.276, 0.133, 0.281]",0.55,-1.09,3.43,+/-,61.81,61.14,60.24,62.59,58.76,59.42,60.3,61.05,58.89,57.96,60.45,57.71,58.84,59.22,57.94,59.67,60.07,58.98,59.73,60.36,58.65,2.34,"[7.5, -2.0, 5.0, -2.0, -1.0]",7.5,-2.0,5.0,-2.0,-1.0,True,False,False,False,True,False,False,False,False,False,61.14,False,False
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,895820337043.0,22670639,0,False,2025-01-16,Before market open,218.04,True,2.97,"[6.0, 3.0, 6.0, 3.0, -2.5]","[0.19, 0.11, 0.281, 0.157, 0.262]",0.7,5.85,-2.88,+/+,206.0,218.04,213.96,221.09,212.34,214.33,210.68,214.84,210.24,217.85,219.3,211.23,222.33,224.56,218.46,223.75,223.83,218.56,221.02,225.52,220.1,2.97,"[6.0, 3.0, 6.0, 3.0, -2.5]",6.0,3.0,6.0,3.0,-2.5,False,False,False,False,False,False,False,False,False,True,218.04,True,True
TTWO,Take-Two Interactive Software Inc. Common Stock,39778602218.0,1534579,0,False,2025-02-06,After market close,198.0,True,1.3,"[7.0, -1.5, 0.0, 1.5, -1.5]","[0.238, 0.076, 0.271, 0.124, 0.29]",0.62,7.07,-5.77,+/+,184.92,184.08,183.08,184.53,181.86,198.0,208.77,212.88,195.97,212.51,215.84,206.28,209.94,214.04,208.38,209.18,210.11,206.56,210.09,210.58,207.83,1.3,"[7.0, -1.5, 0.0, 1.5, -1.5]",7.0,-1.5,0.0,1.5,-1.5,False,False,False,True,False,False,False,False,False,True,198.0,True,True
TLN,Talen Energy Corporation Common Stock,9885487603.0,700728,0,False,2025-02-27,After market close,193.18,True,2.25,"[5.0, 4.5, 4.0, 2.5, -2.5]","[0.188, 0.11, 0.274, 0.157, 0.271]",0.18,-11.27,13.52,+/-,217.71,223.37,201.82,224.0,200.3,193.18,207.95,209.83,192.0,188.02,213.62,185.75,195.76,202.57,178.91,197.85,201.24,190.13,180.53,193.57,176.9,2.25,"[5.0, 4.5, 4.0, 2.5, -2.5]",5.0,4.5,4.0,2.5,-2.5,True,False,True,False,True,False,True,False,False,False,193.18,False,False
TPR,Tapestry Inc. Common Stock,14337891799.0,4061373,0,False,2025-02-06,Before market open,87.37,True,0.99,"[4.5, 2.5, 0.0, 1.0, -1.2]","[0.21, 0.095, 0.271, 0.143, 0.281]",0.55,19.58,-18.59,+/+,73.06,87.37,81.85,87.49,81.15,83.17,80.03,83.7,78.65,78.71,80.2,78.0,81.01,81.41,78.43,84.76,85.33,80.88,86.27,86.75,84.83,0.99,"[4.5, 2.5, 0.0, 1.0, -1.2]",4.5,2.5,0.0,1.0,-1.2,False,False,False,False,False,False,False,False,False,True,87.37,True,True
TRGP,Targa Resources Inc. Common Stock,38740123599.0,1591367,0,False,2025-02-20,Before market open,201.77,True,1.81,"[5.0, 2.0, 2.0, 2.0, -2.0]","[0.2, 0.155, 0.293, 0.155, 0.198]",0.65,-4.05,5.86,+/-,210.29,201.77,204.7,205.81,195.42,203.81,200.36,204.63,198.52,198.47,205.15,195.68,194.92,198.35,188.65,198.57,199.95,195.57,195.54,199.69,194.05,1.81,"[5.0, 2.0, 2.0, 2.0, -2.0]",5.0,2.0,2.0,2.0,-2.0,True,False,True,False,True,False,True,False,False,False,201.77,False,False
TGT,Target Corporation Common Stock,44054244069.0,8255323,0,False,2025-03-04,Before market open,117.5,True,0.48,"[3.0, -1.5, 0.0, 0.5, -0.5]","[0.226, 0.086, 0.276, 0.133, 0.279]",0.65,-2.7,3.18,+/-,120.76,117.5,117.14,118.22,112.53,116.37,116.56,116.78,114.1,114.05,115.9,113.26,115.08,115.32,112.1,113.85,115.63,111.84,112.76,115.01,112.21,0.48,"[3.0, -1.5, 0.0, 0.5, -0.5]",3.0,-1.5,0.0,0.5,-0.5,True,False,False,False,False,False,True,False,False,False,117.5,False,False
TMHC,Taylor Morrison Home Corporation Common Stock,5756086505.0,838139,0,False,2025-02-12,Before market open,62.07,True,1.21,"[5.0, -2.0, 3.0, 1.0, -2.5]","[0.175, 0.165, 0.315, 0.165, 0.18]",0.65,-0.51,1.72,+/-,62.39,62.07,64.45,64.7,61.51,64.58,63.95,65.61,63.89,64.18,66.17,63.66,63.02,63.72,61.86,61.9,62.3,60.82,61.98,62.46,60.81,1.21,"[5.0, -2.0, 3.0, 1.0, -2.5]",5.0,-2.0,3.0,1.0,-2.5,True,False,False,False,True,False,True,False,False,False,62.07,False,False
FTI,TechnipFMC plc Ordinary Share,11809694733.0,4173721,0,False,2025-02-27,Before market open,28.34,True,1.77,"[7.0, -2.0, 4.0, 2.0, -3.5]","[0.219, 0.09, 0.276, 0.138, 0.276]",0.55,1.79,-0.02,+/+,27.84,28.34,28.76,29.57,27.97,28.45,29.39,29.65,28.36,28.15,29.8,27.98,26.93,27.84,26.18,26.5,26.92,25.94,26.26,26.67,25.91,1.77,"[7.0, -2.0, 4.0, 2.0, -3.5]",7.0,-2.0,4.0,2.0,-3.5,False,False,False,True,False,False,False,False,False,True,28.34,True,True
TECK,Teck Resources Ltd Ordinary Shares,17212860000.0,2601421,0,False,2025-02-20,Before market open,43.53,True,1.5,"[5.0, 1.5, 1.0, 2.0, -1.5]","[0.17, 0.17, 0.315, 0.17, 0.175]",0.6,2.15,-0.65,+/+,42.61,43.53,43.27,44.14,43.01,42.76,41.04,42.95,40.69,40.77,41.52,40.48,40.51,41.17,40.03,41.29,41.83,40.81,40.17,41.26,40.07,1.5,"[5.0, 1.5, 1.0, 2.0, -1.5]",5.0,1.5,1.0,2.0,-1.5,False,False,False,False,False,False,False,False,False,True,43.53,True,True
TDOC,Teladoc Health Inc. Common Stock,1213967504.0,13552663,0,False,2025-02-26,After market close,9.9,True,-3.04,"[-3.0, 3.5, -5.0, -6.0, -2.0]","[0.183, 0.114, 0.279, 0.162, 0.262]",0.55,-11.45,8.41,-/-,11.18,11.24,10.99,11.55,10.8,9.9,9.5,10.02,8.82,9.56,9.6,8.97,9.43,9.94,9.35,9.2,9.46,8.81,9.03,9.32,8.81,-3.04,"[-3.0, 3.5, -5.0, -6.0, -2.0]",-3.0,3.5,-5.0,-6.0,-2.0,False,False,True,False,False,False,False,False,False,False,9.9,True,False
TDY,Teledyne Technologies Incorporated Common Stock,21848638666.0,273132,0,False,2025-01-22,Before market open,493.55,True,1.79,"[4.0, 1.2, 4.0, -4.5, 1.0]","[0.224, 0.086, 0.276, 0.133, 0.281]",0.65,2.74,-0.95,+/+,480.41,493.55,511.67,515.99,490.0,514.72,515.08,518.85,505.0,514.41,515.48,500.79,508.6,514.88,501.15,509.18,511.06,504.88,508.75,511.21,505.9,1.79,"[4.0, 1.2, 4.0, -4.5, 1.0]",4.0,1.2,4.0,-4.5,1.0,False,False,False,False,False,False,False,True,False,False,493.55,True,True
TFX,Teleflex Incorporated Common Stock,6354523754.0,969934,0,False,2025-02-27,Before market open,156.11,True,0.16,"[3.0, -2.0, 1.5, -3.0, -1.5]","[0.233, 0.081, 0.281, 0.129, 0.276]",0.4,-11.9,12.06,+/-,177.19,156.11,138.76,156.21,135.61,135.11,132.42,137.58,130.27,134.79,138.45,128.23,130.46,135.45,129.52,133.84,137.22,130.63,135.92,137.14,133.4,0.16,"[3.0, -2.0, 1.5, -3.0, -1.5]",3.0,-2.0,1.5,-3.0,-1.5,True,False,False,False,True,False,False,False,False,False,156.11,False,False
TU,Telus Corporation Ordinary Shares,22905920000.0,3070955,0,False,2025-02-13,Before market open,14.91,True,0.93,"[3.5, -1.5, 2.0, 1.0, -1.5]","[0.233, 0.076, 0.271, 0.124, 0.295]",0.5,2.19,-1.26,+/+,14.59,14.91,15.25,15.26,14.81,15.41,15.38,15.49,15.3,15.2,15.36,15.19,15.24,15.26,15.08,15.41,15.49,15.19,15.59,15.63,15.3,0.93,"[3.5, -1.5, 2.0, 1.0, -1.5]",3.5,-1.5,2.0,1.0,-1.5,False,False,False,True,False,False,False,False,False,True,14.91,True,True
TEM,Tempus AI Inc. Class A Common Stock,8898230209.0,8113188,0,False,2025-02-24,After market close,58.49,True,-1.89,"[-10.0, 3.0, 0.0, -1.5, -3.5]","[0.124, 0.19, 0.231, 0.186, 0.269]",0.18,-14.1,12.21,-/-,68.09,69.85,69.57,74.2,65.37,58.49,59.1,65.8,55.2,62.26,66.87,59.0,55.3,63.65,55.15,56.18,56.71,50.5,50.93,57.59,50.03,-1.89,"[-10.0, 3.0, 0.0, -1.5, -3.5]",-10.0,3.0,0.0,-1.5,-3.5,False,False,True,False,False,False,False,False,False,False,58.49,True,False
TS,Tenaris S.A. American Depositary Shares,17760378505.0,3557494,0,False,2025-02-19,After market close,38.5,True,-0.61,"[-3.0, 1.2, 0.0, 2.0, -2.5]","[0.195, 0.16, 0.27, 0.16, 0.215]",0.14,-2.23,1.62,-/-,39.38,38.98,38.88,39.25,38.44,38.5,38.61,39.0,38.0,37.76,38.79,37.62,37.6,38.0,37.4,37.09,37.61,36.91,37.51,37.71,36.94,-0.61,"[-3.0, 1.2, 0.0, 2.0, -2.5]",-3.0,1.2,0.0,2.0,-2.5,False,False,True,False,False,False,True,False,False,False,38.5,True,False
THC,Tenet Healthcare Corporation Common Stock,13277910750.0,2333229,0,False,2025-02-12,Before market open,134.07,True,0.87,"[3.5, 2.5, 1.0, -2.0, -1.5]","[0.235, 0.13, 0.295, 0.13, 0.21]",0.6,-3.43,4.3,+/-,138.83,134.07,126.19,142.69,124.2,127.99,133.57,134.43,125.15,133.31,137.57,132.59,134.91,138.17,132.21,135.65,137.86,131.74,137.24,138.11,133.75,0.87,"[3.5, 2.5, 1.0, -2.0, -1.5]",3.5,2.5,1.0,-2.0,-1.5,True,False,True,False,True,False,False,False,False,False,134.07,False,False
WULF,TeraWulf Inc. Common Stock,1065122867.0,25390835,0,False,2025-02-28,Before market open,3.52,True,0.47,"[5.0, -5.0, 4.0, 2.0, -3.5]","[0.152, 0.148, 0.257, 0.176, 0.267]",0.45,-2.49,2.96,+/-,3.61,3.52,4.19,4.25,3.52,4.31,3.67,4.57,3.63,3.48,3.67,3.16,3.71,3.72,3.38,3.36,3.59,3.28,3.6,3.66,3.26,0.47,"[5.0, -5.0, 4.0, 2.0, -3.5]",5.0,-5.0,4.0,2.0,-3.5,True,False,False,False,True,False,True,False,False,False,3.52,False,False
TER,Teradyne Inc. Common Stock,12001149625.0,4360240,0,False,2025-01-29,After market close,101.89,True,2.09,"[4.0, -3.5, 4.0, 1.5, 1.2]","[0.198, 0.105, 0.281, 0.152, 0.264]",0.65,-16.36,18.45,+/-,121.82,122.77,121.92,123.38,120.81,101.89,114.96,117.34,100.66,115.67,118.76,111.04,110.97,113.0,109.55,111.55,112.37,109.91,112.49,113.26,110.41,2.09,"[4.0, -3.5, 4.0, 1.5, 1.2]",4.0,-3.5,4.0,1.5,1.2,True,False,False,False,True,False,True,False,True,False,101.89,False,False
TSLA,Tesla Inc. Common Stock,917811472324.0,167560688,0,False,2025-01-29,After market close,410.78,True,0.31,"[5.0, 1.2, -2.0, 2.0, -2.0]","[0.195, 0.105, 0.276, 0.152, 0.271]",0.7,3.19,-2.88,+/+,398.09,395.21,389.1,398.59,384.48,410.78,400.28,412.5,384.41,404.6,419.99,401.34,383.68,389.17,374.36,392.21,394.0,381.4,378.17,388.39,375.53,0.31,"[5.0, 1.2, -2.0, 2.0, -2.0]",5.0,1.2,-2.0,2.0,-2.0,False,False,False,False,False,True,False,False,False,True,410.78,True,True
TTEK,Tetra Tech Inc. Common Stock,8365406275.0,1017832,0,False,2025-01-29,After market close,36.03,True,-0.15,"[2.0, -3.5, -3.0, 0.0, 1.5]","[0.245, 0.071, 0.276, 0.119, 0.288]",0.38,-6.91,6.76,-/-,38.7,38.4,37.6,38.71,37.47,36.03,36.5,36.97,31.03,36.73,37.27,35.81,34.15,35.7,33.41,34.48,34.99,33.77,34.03,34.73,33.61,-0.15,"[2.0, -3.5, -3.0, 0.0, 1.5]",2.0,-3.5,-3.0,0.0,1.5,True,False,False,False,False,False,False,False,True,False,36.03,True,False
TEVA,Teva Pharmaceutical Industries Limited American Depositary Shares,17585838066.0,8893037,0,False,2025-01-29,Before market open,19.18,True,1.15,"[4.5, 3.5, 3.0, -6.0, -1.5]","[0.262, 0.062, 0.281, 0.11, 0.286]",0.65,-10.92,12.07,+/-,21.53,19.18,18.54,19.75,18.47,18.56,17.84,18.58,17.51,17.73,18.32,17.73,17.35,17.75,17.18,17.06,17.58,17.0,17.21,17.52,17.2,1.15,"[4.5, 3.5, 3.0, -6.0, -1.5]",4.5,3.5,3.0,-6.0,-1.5,True,False,True,False,True,False,False,False,False,False,19.18,False,False
TXN,Texas Instruments Incorporated Common Stock,147572204513.0,5170454,0,False,2025-01-23,After market close,188.61,True,2.52,"[4.5, 1.5, 3.0, 1.0, 1.5]","[0.224, 0.086, 0.276, 0.133, 0.281]",0.75,-3.58,6.1,+/-,195.6,193.39,199.14,199.17,192.39,188.61,184.16,190.09,183.67,185.66,188.69,182.35,179.24,184.29,179.03,178.95,180.34,178.29,183.91,184.51,178.95,2.52,"[4.5, 1.5, 3.0, 1.0, 1.5]",4.5,1.5,3.0,1.0,1.5,True,False,True,False,True,False,True,False,True,False,188.61,False,False
TPL,Texas Pacific Land Corporation Common Stock,31038211523.0,60388,0,False,2025-02-19,After market close,1440.63,True,1.63,"[2.5, 4.5, 2.0, 2.0, -2.5]","[0.192, 0.155, 0.308, 0.155, 0.19]",0.55,2.23,-0.6,+/+,1409.26,1418.41,1403.3,1438.39,1399.04,1440.63,1429.41,1452.09,1375.55,1344.05,1412.47,1338.12,1292.47,1347.74,1289.28,1287.79,1296.18,1233.41,1349.96,1372.71,1299.71,1.63,"[2.5, 4.5, 2.0, 2.0, -2.5]",2.5,4.5,2.0,2.0,-2.5,False,False,False,False,False,False,False,False,False,True,1440.63,True,True
TXRH,Texas Roadhouse Inc. Common Stock,11074663996.0,1866655,0,False,2025-02-20,After market close,169.97,True,0.49,"[4.0, -2.0, 0.0, 2.0, -2.0]","[0.22, 0.14, 0.305, 0.14, 0.195]",0.45,-1.94,2.43,+/-,173.33,172.72,170.89,174.08,168.83,169.97,168.46,173.21,166.69,171.37,172.36,167.59,174.19,175.54,167.82,175.02,177.76,174.07,177.2,178.86,173.25,0.49,"[4.0, -2.0, 0.0, 2.0, -2.0]",4.0,-2.0,0.0,2.0,-2.0,True,False,False,False,False,False,True,False,False,False,169.97,False,False
TXT,Textron Inc. Common Stock,12525781875.0,1610755,0,False,2025-01-22,Before market open,77.77,True,2.33,"[4.5, 2.0, 5.0, 1.5, -1.5]","[0.224, 0.086, 0.274, 0.133, 0.283]",0.65,-4.2,6.53,+/-,81.18,77.77,78.39,79.47,76.0,79.43,78.19,79.65,78.04,77.18,78.78,77.15,78.78,79.01,77.2,76.8,79.16,76.78,76.2,77.19,76.04,2.33,"[4.5, 2.0, 5.0, 1.5, -1.5]",4.5,2.0,5.0,1.5,-1.5,True,False,True,False,True,False,True,False,False,False,77.77,False,False
AES,The AES Corporation Common Stock,7254266574.0,13953826,0,False,2025-02-28,Before market open,11.05,True,-0.79,"[3.0, -3.0, 0.0, -3.5, -1.5]","[0.181, 0.114, 0.262, 0.162, 0.281]",0.48,6.45,-7.24,-/+,10.38,11.05,11.59,12.0,10.75,11.15,11.19,11.62,10.98,10.82,11.34,10.74,10.96,11.02,10.65,10.87,10.9,10.57,11.25,11.48,10.83,-0.79,"[3.0, -3.0, 0.0, -3.5, -1.5]",3.0,-3.0,0.0,-3.5,-1.5,False,False,False,True,False,False,False,True,False,True,11.05,False,True
AZEK,The AZEK Company Inc. Class A Common Stock,7150530704.0,1474109,0,False,2025-02-04,After market close,50.5,True,-0.03,"[4.0, 2.0, 0.0, -3.0, -2.5]","[0.224, 0.086, 0.276, 0.133, 0.281]",0.45,-0.63,0.6,-/-,50.82,50.25,50.23,51.16,49.89,50.5,51.5,51.66,50.09,51.04,52.24,51.02,50.09,51.51,49.87,49.97,50.66,49.69,50.23,50.73,49.39,-0.03,"[4.0, 2.0, 0.0, -3.0, -2.5]",4.0,2.0,0.0,-3.0,-2.5,True,False,True,False,False,False,False,False,False,False,50.5,True,False
BK,The Bank of New York Mellon Corporation Common Stock,56338619280.0,2508275,1,False,2025-04-11,Before market open,73.16,True,0.2,"[3.0, 2.5, 0.0, -2.5, -1.5]","[0.252, 0.067, 0.276, 0.114, 0.29]",0.18,-3.92,4.12,+/-,76.14,73.16,77.19,78.19,72.05,77.54,77.04,78.56,76.46,77.29,78.57,76.96,75.26,77.35,74.75,75.87,77.02,74.8,74.04,75.73,73.55,0.2,"[3.0, 2.5, 0.0, -2.5, -1.5]",3.0,2.5,0.0,-2.5,-1.5,True,False,True,False,False,False,False,False,False,False,73.16,False,False
CPB,The Campbell's Company Common Stock,10871710834.0,2677319,0,False,2025-03-05,Before market open,37.98,True,0.89,"[4.0, 1.5, 0.0, 2.0, -1.5]","[0.238, 0.076, 0.276, 0.124, 0.286]",0.65,-4.88,5.77,+/-,39.93,37.98,38.79,39.45,37.69,38.62,39.4,39.57,38.62,41.4,43.22,39.42,41.62,43.42,41.57,39.56,41.79,39.51,38.2,39.04,37.86,0.89,"[4.0, 1.5, 0.0, 2.0, -1.5]",4.0,1.5,0.0,2.0,-1.5,True,False,True,False,False,False,True,False,False,False,37.98,False,False
CG,The Carlyle Group Inc. Common Stock,13956879399.0,3183176,0,False,2025-02-10,After market close,51.36,True,1.85,"[5.0, -1.5, 4.0, 1.0, -1.5]","[0.238, 0.076, 0.271, 0.124, 0.29]",0.65,-1.49,3.34,+/-,52.14,52.44,51.13,52.54,51.05,51.36,49.25,51.36,47.67,49.61,49.69,47.46,50.69,51.18,49.94,51.42,51.7,50.75,53.09,53.11,51.57,1.85,"[5.0, -1.5, 4.0, 1.0, -1.5]",5.0,-1.5,4.0,1.0,-1.5,True,False,False,False,True,False,True,False,False,False,51.36,False,False
CI,The Cigna Group Common Stock,93061624899.0,1562974,0,False,2025-01-30,Before market open,273.66,True,1.46,"[6.0, 3.0, 0.0, 1.0, -1.0]","[0.233, 0.076, 0.271, 0.124, 0.295]",0.7,-9.33,10.79,+/-,301.83,273.66,281.6,281.61,267.67,283.32,292.77,298.25,280.65,291.03,300.85,289.32,290.04,294.55,285.3,291.88,292.39,287.45,285.83,289.76,284.72,1.46,"[6.0, 3.0, 0.0, 1.0, -1.0]",6.0,3.0,0.0,1.0,-1.0,True,False,True,False,False,False,True,False,False,False,273.66,False,False
COO,The Cooper Companies Inc. Common Stock,16332463216.0,1549388,0,False,2025-03-06,After market close,86.18,True,0.34,"[5.0, -2.0, 1.0, -2.0, -2.5]","[0.238, 0.071, 0.274, 0.119, 0.298]",0.55,-5.64,5.98,+/-,91.33,90.53,90.98,91.59,90.08,86.18,85.0,86.44,82.61,79.89,85.34,79.74,81.03,81.8,78.43,79.07,81.76,79.02,77.73,78.92,77.05,0.34,"[5.0, -2.0, 1.0, -2.0, -2.5]",5.0,-2.0,1.0,-2.0,-2.5,True,False,False,False,True,False,False,False,False,False,86.18,False,False
ENSG,The Ensign Group Inc. Common Stock,7415938613.0,482360,0,False,2025-02-05,After market close,143.43,True,1.56,"[4.5, 3.0, 4.0, -3.0, -1.5]","[0.219, 0.09, 0.281, 0.138, 0.271]",0.6,-1.29,2.85,+/-,145.3,145.49,148.79,149.24,144.96,143.43,135.84,144.86,134.59,130.94,136.89,130.73,129.17,131.54,127.79,129.02,129.53,127.73,126.06,128.48,125.52,1.56,"[4.5, 3.0, 4.0, -3.0, -1.5]",4.5,3.0,4.0,-3.0,-1.5,True,False,True,False,True,False,False,False,False,False,143.43,False,False
GT,The Goodyear Tire & Rubber Company Common Stock,3154665091.0,5411983,0,False,2025-02-13,After market close,8.92,True,0.97,"[4.5, -3.0, 0.0, 4.5, -1.5]","[0.238, 0.076, 0.271, 0.124, 0.29]",0.45,8.38,-7.41,+/+,8.23,8.35,8.17,8.47,8.11,8.92,9.58,10.02,8.88,10.34,10.39,9.65,10.63,10.69,10.22,10.55,10.75,10.39,9.98,10.69,9.84,0.97,"[4.5, -3.0, 0.0, 4.5, -1.5]",4.5,-3.0,0.0,4.5,-1.5,False,False,False,True,False,False,False,False,False,True,8.92,True,True
HIG,The Hartford Insurance Group Inc. Common Stock,34850913293.0,1871789,0,False,2025-01-30,After market close,105.51,True,2.04,"[4.5, 1.5, 0.0, 3.5, 1.5]","[0.236, 0.076, 0.274, 0.124, 0.29]",0.65,-6.63,8.67,+/-,113.0,113.8,113.76,114.15,112.75,105.51,111.06,111.14,105.51,111.81,112.14,108.82,111.48,112.78,111.04,113.11,113.15,111.65,112.98,113.92,112.06,2.04,"[4.5, 1.5, 0.0, 3.5, 1.5]",4.5,1.5,0.0,3.5,1.5,True,False,True,False,False,False,True,False,True,False,105.51,False,False
HSY,The Hershey Company Common Stock,33841034066.0,3463751,0,False,2025-02-06,Before market open,153.93,True,0.78,"[4.5, -2.0, 0.0, 0.0, -0.5]","[0.238, 0.076, 0.276, 0.124, 0.286]",0.6,6.39,-5.61,+/+,144.68,153.93,151.04,155.36,149.23,152.75,153.61,155.23,152.24,153.15,154.5,151.7,156.91,158.05,152.18,156.73,156.98,154.49,159.44,159.72,156.15,0.78,"[4.5, -2.0, 0.0, 0.0, -0.5]",4.5,-2.0,0.0,0.0,-0.5,False,False,False,True,False,False,False,False,False,True,153.93,True,True
SJM,The J.M. Smucker Company Common Stock,12268772235.0,715434,0,False,2025-02-27,Before market open,104.57,True,1.22,"[4.5, 2.5, 0.0, 2.0, -1.0]","[0.238, 0.076, 0.271, 0.124, 0.29]",0.6,-4.2,5.42,+/-,109.16,104.57,109.14,110.83,103.55,110.71,110.53,113.39,109.4,112.09,113.11,109.77,109.84,114.91,109.73,109.38,111.27,108.57,111.49,112.7,108.68,1.22,"[4.5, 2.5, 0.0, 2.0, -1.0]",4.5,2.5,0.0,2.0,-1.0,True,False,True,False,False,False,True,False,False,False,104.57,False,False
KHC,The Kraft Heinz Company Common Stock,35240253714.0,8152812,0,False,2025-02-12,Before market open,27.18,True,-2.09,"[-3.0, -1.5, -3.0, 0.5, -1.5]","[0.265, 0.11, 0.275, 0.11, 0.24]",0.65,-6.93,4.84,-/-,29.2,27.18,28.25,28.45,26.9,27.95,28.88,28.95,27.72,28.55,29.21,28.47,28.95,29.06,28.25,29.41,29.55,28.85,29.77,29.86,29.42,-2.09,"[-3.0, -1.5, -3.0, 0.5, -1.5]",-3.0,-1.5,-3.0,0.5,-1.5,False,False,False,False,False,False,True,False,False,False,27.18,True,False
TTD,The Trade Desk Inc. Class A Common Stock,26773899421.0,6294376,0,False,2025-02-12,After market close,85.1,True,-0.1,"[6.5, 1.5, 0.0, -6.5, -3.0]","[0.19, 0.155, 0.313, 0.155, 0.188]",0.55,-29.21,29.11,-/-,120.21,118.53,122.23,122.46,118.0,85.1,81.92,85.18,80.65,80.16,83.61,80.1,80.03,80.75,77.61,76.75,79.68,76.64,75.73,76.49,74.1,-0.1,"[6.5, 1.5, 0.0, -6.5, -3.0]",6.5,1.5,0.0,-6.5,-3.0,True,False,True,False,False,False,False,False,False,False,85.1,True,False
TRV,The Travelers Companies Inc. Common Stock,59236409100.0,1153566,1,False,2024-10-17,Before market open,250.92,True,1.54,"[5.0, 1.8, -1.0, 1.0, 2.5]","[0.22, 0.155, 0.34, 0.14, 0.145]",0.65,4.14,-2.6,+/+,240.95,250.92,262.64,263.01,250.85,266.94,263.27,267.34,259.37,257.56,264.69,256.4,257.09,258.87,253.1,255.23,256.75,252.32,254.31,258.01,253.19,1.54,"[5.0, 1.8, -1.0, 1.0, 2.5]",5.0,1.8,-1.0,1.0,2.5,False,False,False,False,False,True,False,False,False,False,250.92,True,True
TMO,Thermo Fisher Scientific Inc Common Stock,161845047078.0,2944672,0,False,2025-01-30,Before market open,590.1,True,2.67,"[3.0, 3.0, 4.0, 1.0, 1.8]","[0.233, 0.076, 0.271, 0.124, 0.295]",0.65,3.94,-1.27,+/+,567.75,590.1,606.23,610.45,589.5,599.36,597.24,604.54,596.5,593.25,599.9,588.86,580.08,591.36,576.36,581.89,589.59,577.41,572.23,583.58,567.89,2.67,"[3.0, 3.0, 4.0, 1.0, 1.8]",3.0,3.0,4.0,1.0,1.8,False,False,False,False,False,False,False,False,False,False,590.1,True,True
TRI,Thomson Reuters Corporation Common Shares,83567496282.0,1160214,0,False,2025-02-06,Before market open,168.38,True,1.98,"[5.0, 2.5, 0.0, 1.5, 1.5]","[0.233, 0.081, 0.279, 0.129, 0.279]",0.65,-0.16,2.14,+/-,168.65,168.38,176.29,177.74,166.66,175.76,176.03,176.92,173.62,178.31,178.59,176.43,177.97,178.83,176.94,175.27,177.05,174.77,178.32,178.39,175.05,1.98,"[5.0, 2.5, 0.0, 1.5, 1.5]",5.0,2.5,0.0,1.5,1.5,True,False,True,False,False,False,True,False,True,False,168.38,False,False
THO,Thor Industries Inc. Common Stock,3853002395.0,661782,0,False,2025-03-05,Before market open,81.17,True,0.74,"[6.0, -3.0, -1.0, 2.5, -1.5]","[0.226, 0.086, 0.271, 0.133, 0.283]",0.55,-14.16,14.9,+/-,94.55,81.17,80.82,86.07,78.32,79.53,85.82,86.32,79.15,85.09,88.23,82.43,81.55,84.37,81.16,78.21,81.22,76.56,77.88,79.06,77.03,0.74,"[6.0, -3.0, -1.0, 2.5, -1.5]",6.0,-3.0,-1.0,2.5,-1.5,True,False,False,False,False,False,True,False,False,False,81.17,False,False
TKR,Timken Company (The) Common Stock,4497572153.0,1109626,0,False,2025-02-05,Before market open,76.67,True,-1.35,"[-3.0, 1.8, -3.0, -3.0, 1.5]","[0.229, 0.086, 0.276, 0.133, 0.276]",0.45,-2.42,1.07,-/-,78.58,76.67,81.29,82.16,76.67,81.84,80.93,82.25,80.65,81.52,81.81,79.8,81.18,82.51,80.91,81.76,82.33,80.37,81.69,81.77,80.47,-1.35,"[-3.0, 1.8, -3.0, -3.0, 1.5]",-3.0,1.8,-3.0,-3.0,1.5,False,False,True,False,False,False,False,False,True,False,76.67,True,False
